source,id,Lat,Lon,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,2022 Root length (cm),2022 Upper root width (mm),2022 Middle root width(mm),2022 Weight per root  (g),2022 Root yields (kg/mu),2022 Calycosin-7-glucoside (C7G) content (%),2022 Astragaloside IV (AIV) content (%),2022 Astragalus polysaccharides (APS) content (%),2023 Root length (cm),2023 Upper root width (mm),2023 Middle root width(mm),2023 Weight per root  (g),2023 Root yields (kg/mu),2023 Calycosin-7-glucoside (C7G) content (%),2023 Astragaloside IV (AIV) content (%),2023 Astragalus polysaccharides (APS) content (%)
4,2月4日,41.54,111.71,3.558333397,13.13333321,27.13498497,1322.34436,26.20000076,-22.20000076,48.40000153,19.01666641,-13.6833334,19.01666641,-13.6833334,234,76,1,117.4881744,161,5,161,5,39.41,6.62,5.41,2.26,102.200511,0.045919855,0.215200712,9.67,52.06,7.88,6.71,5.61,213.3344,0.040290019,0.283467982,3.03
4,3月4日,41.54,111.71,3.558333397,13.13333321,27.13498497,1322.34436,26.20000076,-22.20000076,48.40000153,19.01666641,-13.6833334,19.01666641,-13.6833334,234,76,1,117.4881744,161,5,161,5,29.94,6.6,5.03,3.505,165.600828,0.036226931,0.183893765,9.1,50.08,7.61,6.4,5.54,180.0009,0.046644432,0.274442071,3.02
5,1月5日,41.15,114.72,4.675000191,12.60000038,27.9379158,1251.825073,26,-19.10000038,45.09999847,19.28333282,-11.44999981,19.28333282,-11.44999981,396,100,3,95.84806061,240,12,240,12,30.37,3.99,3.05,2.525,125.200626,0.044805989,0.225708781,7.62,41.07,8.4225,7.2285,6.525,293.3348,0.042581496,0.422595505,5.57
5,2月5日,41.15,114.72,4.675000191,12.60000038,27.9379158,1251.825073,26,-19.10000038,45.09999847,19.28333282,-11.44999981,19.28333282,-11.44999981,396,100,3,95.84806061,240,12,240,12,31.43,5.48,4.18,2.305,109.000545,0.033228648,0.19234456,8.05,47.14,10.21,9.04,7.305,313.3349,0.035813985,0.349697339,5.56
5,3月5日,41.15,114.72,4.675000191,12.60000038,27.9379158,1251.825073,26,-19.10000038,45.09999847,19.28333282,-11.44999981,19.28333282,-11.44999981,396,100,3,95.84806061,240,12,240,12,31.81,3.91,3.03,3.255,171.200856,0.023753157,0.204068637,8.48,50.51,9.45,8.28,6.705,286.6681,0.032497054,0.352275979,5.86
6,1月6日,39.69,113.7,6.741666794,13.44999981,30.36117363,1158.605835,26.89999962,-17.39999962,44.29999924,20.20000076,-8.333333015,20.20000076,-8.333333015,383,110,2,105.7670517,246,11,246,11,40.4,6.5,4.98,4.625,216.00108,0.03032573,0.1648584,7.72,52.1365,8.553125,7.335975,6.075,286.6681,0.067022295,0.40413941,6.31
6,2月6日,39.69,113.7,6.741666794,13.44999981,30.36117363,1158.605835,26.89999962,-17.39999962,44.29999924,20.20000076,-8.333333015,20.20000076,-8.333333015,383,110,2,105.7670517,246,11,246,11,41.65,6.22,5.12,3.335,146.600733,0.032305512,0.221069378,7.74,57.98,9.09,7.91,6.335,260.0013,0.065994411,0.396458063,6.1
6,3月6日,39.69,113.7,6.741666794,13.44999981,30.36117363,1158.605835,26.89999962,-17.39999962,44.29999924,20.20000076,-8.333333015,20.20000076,-8.333333015,383,110,2,105.7670517,246,11,246,11,42.72,5.74,4.95,3.455,176.800884,0.029810757,0.177137814,7.1,59.95,9.6,8.08,6.68,326.6683,0.03309969,0.371778487,6.17
7,1月7日,38.91,111.85,5.491666794,14.19999981,31.83856583,1133.744507,25.79999924,-18.79999924,44.59999847,16.85000038,-9.366666794,18.61666679,-9.366666794,461,121,3,105.950676,296,11,291,11,27.68,5.07,3.94,3.08,155.800779,0.037485752,0.161772825,9.6,39.86,7.447,6.2685,6.08,160.0008,0.074295243,0.511473181,4.27
7,2月7日,38.91,111.85,5.491666794,14.19999981,31.83856583,1133.744507,25.79999924,-18.79999924,44.59999847,16.85000038,-9.366666794,18.61666679,-9.366666794,461,121,3,105.950676,296,11,291,11,29.74,6.88,5.71,3.135,147.200736,0.061159222,0.18552027,9.57,47.7,8.51,7.3,6.635,260.0013,0.074978069,0.553737603,3.66
7,3月7日,38.91,111.85,5.491666794,14.19999981,31.83856583,1133.744507,25.79999924,-18.79999924,44.59999847,16.85000038,-9.366666794,18.61666679,-9.366666794,461,121,3,105.950676,296,11,291,11,29.37,5.01,3.78,2.92,154.200771,0.042021324,0.180881381,9.31,50.55,8.22,7.12,6.52,220.0011,0.052388919,0.454412808,3.46
8,1月8日,36.2,113.44,9.154166222,11.74166679,30.98064995,995.8515015,26.89999962,-11,37.90000153,19.38333321,-3.700000048,21,-3.700000048,637,169,5,99.22597504,387,18,384,18,39.15,6.1,4.58,3.165,161.200806,0.036661797,0.182323091,8.13,48.825,8.5745,7.453,6.665,260.0013,0.091499544,0.540116665,3.96
8,2月8日,36.2,113.44,9.154166222,11.74166679,30.98064995,995.8515015,26.89999962,-11,37.90000153,19.38333321,-3.700000048,21,-3.700000048,637,169,5,99.22597504,387,18,384,18,31,5.45,4.21,3.22,150.200751,0.044237612,0.194388835,8.11,49.72,8.23,7.12,6.22,190.00095,0.065097746,0.504571214,3.8
8,3月8日,36.2,113.44,9.154166222,11.74166679,30.98064995,995.8515015,26.89999962,-11,37.90000153,19.38333321,-3.700000048,21,-3.700000048,637,169,5,99.22597504,387,18,384,18,31.06,6.4,5.2,3.755,168.200841,0.034605722,0.193173235,8.87,50.8,9,7.81,7.255,200.001,0.063965373,0.52187829,3.77
9,1月9日,37.33,113.57,7.495833397,13.07499981,32.44416809,1038.555542,26.10000038,-14.19999981,40.29999924,18.10000038,-5.949999809,19.76666641,-5.949999809,565,168,3,108.3216248,361,13,356,13,30.51,5.27,4.31,2.915,148.200741,0.052953996,0.185376166,8.32,42.89,9.3695,8.1755,7.915,346.6684,0.076275682,0.385753024,4.54
9,2月9日,37.33,113.57,7.495833397,13.07499981,32.44416809,1038.555542,26.10000038,-14.19999981,40.29999924,18.10000038,-5.949999809,19.76666641,-5.949999809,565,168,3,108.3216248,361,13,356,13,28.1,5.67,4.36,3.35,156.600783,0.049009689,0.163664201,8.53,46.38,9.66,8.47,7.85,320.0016,0.061076119,0.431188017,4.52
9,3月9日,37.33,113.57,7.495833397,13.07499981,32.44416809,1038.555542,26.10000038,-14.19999981,40.29999924,18.10000038,-5.949999809,19.76666641,-5.949999809,565,168,3,108.3216248,361,13,356,13,29.08,3.68,2.82,4.12,201.001005,0.049082167,0.237071651,8.21,53.17,9.8,8.58,7.12,213.3344,0.037830873,0.423971096,4.48
10,1月10日,35.57,106.03,6.045833588,10.5583334,30.16666603,890.8995972,22.89999962,-12.10000038,35,15.55000019,-5.300000191,16.73333359,-5.300000191,505,100,3,82.67191315,276,13,252,13,34.39,6.04,3.64,3.55,185.400927,0.050249437,0.177965584,7.68,46.87,9.106,7.492,7.05,226.6678,0.085738048,0.731742635,5.26
10,2月10日,35.57,106.03,6.045833588,10.5583334,30.16666603,890.8995972,22.89999962,-12.10000038,35,15.55000019,-5.300000191,16.73333359,-5.300000191,505,100,3,82.67191315,276,13,252,13,34.48,5.51,4.35,2.915,139.200696,0.029082167,0.184947004,8.35,49.8,7.97,6.74,5.915,193.3343,0.052619768,0.628062737,4.75
10,3月10日,35.57,106.03,6.045833588,10.5583334,30.16666603,890.8995972,22.89999962,-12.10000038,35,15.55000019,-5.300000191,16.73333359,-5.300000191,505,100,3,82.67191315,276,13,252,13,32.34,5.52,4.49,3.155,152.00076,0.029311043,0.229142374,7.88,49.33,6.97,5.76,5.655,160.0008,0.042496446,0.641023228,5.27
11,1月11日,36,106.29,7.3125,11.45833302,30.55555725,941.6043701,25.29999924,-12.19999981,37.5,17.14999962,-4.766666412,18.54999924,-4.766666412,449,92,3,85.10746002,252,11,229,11,28.96,5.94,4.87,3.195,129.600798,0.040423002,0.202263861,10.07,44.05,7.8755,6.476,6.195,180.0009,0.110489885,0.473036854,5.62
11,2月11日,36,106.29,7.3125,11.45833302,30.55555725,941.6043701,25.29999924,-12.19999981,37.5,17.14999962,-4.766666412,18.54999924,-4.766666412,449,92,3,85.10746002,252,11,229,11,44.74,5.58,4.12,3.92,189.400797,0.054743048,0.174374147,10.8,55.76,8.14,6.65,6.62,220.0011,0.065175506,0.373000712,4.75
11,3月11日,36,106.29,7.3125,11.45833302,30.55555725,941.6043701,25.29999924,-12.19999981,37.5,17.14999962,-4.766666412,18.54999924,-4.766666412,449,92,3,85.10746002,252,11,229,11,34.84,5.67,4.55,3.39,161.800809,0.026877322,0.172817795,9.78,55.12,8.64,7.47,6.99,260.0013,0.069836219,0.240633954,5.17
12,1月12日,37.49,105.69,9.5625,13.4416666,31.25968933,1069.390503,29.5,-13.5,43,20.5,-4.416666508,22,-4.416666508,218,59,0,97.60422516,134,2,125,2,30.17,7.44,5.32,4.775,175.200876,0.040171238,0.192408918,9.71,41.46,7.3225,6.032,6.775,233.3345,0.071216451,0.699947383,5.76
12,2月12日,37.49,105.69,9.5625,13.4416666,31.25968933,1069.390503,29.5,-13.5,43,20.5,-4.416666508,22,-4.416666508,218,59,0,97.60422516,134,2,125,2,29.7,7.38,5.75,3.515,126.400632,0.041796262,0.184386927,9.73,49.12,7.28,6.09,6.365,213.3344,0.066045441,0.512028226,5.7
12,3月12日,37.49,105.69,9.5625,13.4416666,31.25968933,1069.390503,29.5,-13.5,43,20.5,-4.416666508,22,-4.416666508,218,59,0,97.60422516,134,2,125,2,30.15,3.63,2.89,3.12,127.6806384,0.029898493,0.181884114,9.02,50.63,6.61,6.61,5.62,206.6677,0.049392746,0.525461397,5.35
13,1月13日,38.43,100.81,2.887500048,14.84166718,35.08668137,997.4424438,22.10000038,-20.20000076,42.30000305,14.44999981,-9.966667175,14.44999981,-9.966667175,338,77,2,101.3587799,210,6,210,6,32.45,4.39,3.48,3.175,161.600808,0.035193172,0.224106599,8.41,43.735,8.2805,7.1035,6.675,188.00094,0.032827532,0.399060288,6.06
13,2月13日,38.43,100.81,2.887500048,14.84166718,35.08668137,997.4424438,22.10000038,-20.20000076,42.30000305,14.44999981,-9.966667175,14.44999981,-9.966667175,338,77,2,101.3587799,210,6,210,6,25.5,4.36,3.49,2.52,126.200631,0.038572916,0.246842611,9.23,46.27,8.44,7.09,7.27,204.00102,0.045111111,0.278107838,5.6
13,3月13日,38.43,100.81,2.887500048,14.84166718,35.08668137,997.4424438,22.10000038,-20.20000076,42.30000305,14.44999981,-9.966667175,14.44999981,-9.966667175,338,77,2,101.3587799,210,6,210,6,31.27,4.78,3.88,3.315,164.600823,0.032164372,0.190981248,9.32,51.83,8.87,7.65,7.815,244.00122,0.033962335,0.332263666,5.59
14,1月14日,34.54,104.03,5.016666412,11.59999943,32.76836014,831.8389282,21,-14.39999962,35.40000153,13.78333282,-5.933333397,14.69999981,-5.933333397,590,108,1,84.23638153,308,8,294,8,29.66,5.97,4.85,5.795,213.601068,0.035887431,0.234568566,8.91,45.435,8.425,7.229,7.295,270.00135,0.028917684,0.541400382,4.49
14,2月14日,34.54,104.03,5.016666412,11.59999943,32.76836014,831.8389282,21,-14.39999962,35.40000153,13.78333282,-5.933333397,14.69999981,-5.933333397,590,108,1,84.23638153,308,8,294,8,39.35,7.91,5.44,5.275,246.201231,0.037474309,0.232838612,9.06,57.59,7.79,6.54,6.775,286.6681,0.02613778,0.370605093,4.34
14,3月14日,34.54,104.03,5.016666412,11.59999943,32.76836014,831.8389282,21,-14.39999962,35.40000153,13.78333282,-5.933333397,14.69999981,-5.933333397,590,108,1,84.23638153,308,8,294,8,47.37,8.28,7.01,6.65,244.401222,0.042265459,0.20283849,9.54,66.66,7.9,6.65,6.65,192.00096,0.036146893,0.361504961,4.45
15,1月15日,32.94,104.68,13,9.333333015,31.31991005,746.6744385,27.5,-2.299999952,29.79999924,20.93333435,3.366666555,21.93333435,3.366666555,649,139,2,89.1208725,361,10,347,10,45.01,6.61,5.05,3.87,146.7207336,0.032934923,0.211019483,9.25,57.105,7.183,5.004,6.37,162.66748,0.039665512,0.558548594,4.39
15,2月15日,32.94,104.68,13,9.333333015,31.31991005,746.6744385,27.5,-2.299999952,29.79999924,20.93333435,3.366666555,21.93333435,3.366666555,649,139,2,89.1208725,361,10,347,10,29.17,6.72,5.45,4.23,151.6807584,0.036410032,0.263533328,8.35,45.42,5.83,4.66,5.23,165.33416,0.029488731,0.400724695,4.29
15,3月15日,32.94,104.68,13,9.333333015,31.31991005,746.6744385,27.5,-2.299999952,29.79999924,20.93333435,3.366666555,21.93333435,3.366666555,649,139,2,89.1208725,361,10,347,10,26.83,4.45,3.4,3.59,126.8806344,0.029684875,0.192926773,9.15,51.52,5.87,4.75,5.44,208.66771,0.038744548,0.37907889,4.24
16,1月16日,34.75,105.34,9.666666985,10.28333378,29.5498085,886.6236572,26.70000076,-8.100000381,34.80000305,18.96666718,-1.76666677,20.26666641,-1.76666677,581,109,3,81.39133453,303,13,285,13,29.57,5.26,4.15,4.39,167.5208376,0.042669807,0.224665158,9.72,42.2,6.567,5.373,6.39,162.66748,0.027063605,0.786975767,6.51
16,2月16日,34.75,105.34,9.666666985,10.28333378,29.5498085,886.6236572,26.70000076,-8.100000381,34.80000305,18.96666718,-1.76666677,20.26666641,-1.76666677,581,109,3,81.39133453,303,13,285,13,40.63,6.1,5.02,2.72,118.5605928,0.062681251,0.235303845,9.79,57.15,5.82,4.71,6.22,146.6674,0.035862584,0.509848821,6.17
16,3月16日,34.75,105.34,9.666666985,10.28333378,29.5498085,886.6236572,26.70000076,-8.100000381,34.80000305,18.96666718,-1.76666677,20.26666641,-1.76666677,581,109,3,81.39133453,303,13,285,13,29.16,4.9,3.82,3.365,140.6407032,0.041582644,0.200257428,8.95,49.81,6.95,5.63,6.865,170.66752,0.028791325,0.57420873,6.21
17,1月17日,33.7,110.33,14.20416641,10.49166679,30.67738914,891.1674194,30.79999924,-3.400000095,34.20000076,23.75,2.899999857,25.06666565,2.899999857,744,145,8,70.67260742,362,30,334,30,39.64,4.69,3.6,2.68,128.00064,0.018996338,0.217382415,8.12,45.735,7.181,6.069,6.18,174.66754,0.05396841,0.821074756,3.81
17,2月17日,33.7,110.33,14.20416641,10.49166679,30.67738914,891.1674194,30.79999924,-3.400000095,34.20000076,23.75,2.899999857,25.06666565,2.899999857,744,145,8,70.67260742,362,30,334,30,34.88,6.44,5.43,2.385,116.400582,0.024092657,0.188928497,8.31,54.71,7.69,6.58,6.385,186.6676,0.038887917,0.625086061,4.01
17,3月17日,33.7,110.33,14.20416641,10.49166679,30.67738914,891.1674194,30.79999924,-3.400000095,34.20000076,23.75,2.899999857,25.06666565,2.899999857,744,145,8,70.67260742,362,30,334,30,33.12,4.82,3.85,2.875,164.600823,0.026980317,0.169866748,8.15,50.55,7.12,5.95,6.875,170.66752,0.042664115,0.622867531,4.11
18,1月18日,34.52,107.4,12.0666666,10.26666641,29.00188255,913.9234009,29.5,-5.900000095,35.40000153,21.83333206,0.566666663,23.29999924,0.566666663,661,122,4,77.36197662,348,18,292,18,25.03,4.45,3.48,2.395,121.800609,0.035139767,0.23546517,8.05,42.23,7.2045,6.512,6.395,166.6675,0.042887674,0.673651944,4.47
18,2月18日,34.52,107.4,12.0666666,10.26666641,29.00188255,913.9234009,29.5,-5.900000095,35.40000153,21.83333206,0.566666663,23.29999924,0.566666663,661,122,4,77.36197662,348,18,292,18,39.46,5.63,3.86,4.255,134.400672,0.031615068,0.187053122,8.27,53.54,7.96,6.85,7.255,180.0009,0.044224166,0.503279348,3.67
18,3月18日,34.52,107.4,12.0666666,10.26666641,29.00188255,913.9234009,29.5,-5.900000095,35.40000153,21.83333206,0.566666663,23.29999924,0.566666663,661,122,4,77.36197662,348,18,292,18,32.23,4.24,3.31,2.77,127.400637,0.028788442,0.190708567,7.87,52.83,7.42,6.28,7.27,153.3341,0.03663775,0.508949917,4.18
19,1月19日,35.21,107.8,9.712499619,10.625,28.95095444,946.8251343,27.29999924,-9.399999619,36.69999695,19.71666718,-2.333333254,21.13333321,-2.333333254,596,112,4,79.08331299,322,17,276,17,25.4,4.39,3.37,2.7,141.000705,0.038656838,0.212157989,7.63,40.685,8.458,7.346,6.2,220.0011,0.037976672,0.546683137,4.42
19,2月19日,35.21,107.8,9.712499619,10.625,28.95095444,946.8251343,27.29999924,-9.399999619,36.69999695,19.71666718,-2.333333254,21.13333321,-2.333333254,596,112,4,79.08331299,322,17,276,17,27.66,4.19,3.37,2.93,135.000675,0.030497387,0.217082181,8.31,44.9,7.83,6.59,5.93,184.00092,0.031614969,0.480320133,4.53
19,3月19日,35.21,107.8,9.712499619,10.625,28.95095444,946.8251343,27.29999924,-9.399999619,36.69999695,19.71666718,-2.333333254,21.13333321,-2.333333254,596,112,4,79.08331299,322,17,276,17,29.84,3.57,2.87,4.395,218.201091,0.035044402,0.203400354,7.53,47.13,5.83,4.71,5.395,152.00076,0.031763198,0.473081452,4.73
20,1月20日,37.76,110.19,9.429166794,13.04166698,29.7076683,1137.428223,29.89999962,-14,43.90000153,20.88333321,-5.449999809,22.71666718,-5.449999809,454,110,2,99.73851013,286,8,266,8,25.46,7.69,6.49,3.765,171.800859,0.029646729,0.22288841,6.59,40.973,8.8605,7.6835,6.265,254.00127,0.019482048,0.3414699,6.32
20,2月20日,37.76,110.19,9.429166794,13.04166698,29.7076683,1137.428223,29.89999962,-14,43.90000153,20.88333321,-5.449999809,22.71666718,-5.449999809,454,110,2,99.73851013,286,8,266,8,47.03,5.83,4.71,5.155,251.601258,0.028899065,0.238976023,7.05,58.6,8.25,6.7,7.655,224.00112,0.022395602,0.253989549,6.05
20,3月20日,37.76,110.19,9.429166794,13.04166698,29.7076683,1137.428223,29.89999962,-14,43.90000153,20.88333321,-5.449999809,22.71666718,-5.449999809,454,110,2,99.73851013,286,8,266,8,28.13,4.84,3.73,3.075,143.000715,0.022685066,0.216986893,6.61,49.06,10.18,9.06,7.575,284.00142,0.025433084,0.237639225,5.78
